Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment 2025,Carbon Performance Alignment 2027,Carbon Performance Alignment 2035,Carbon Performance Alignment 2050,Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Coterra Energy,United States of America,USA,Oil & Gas,No,medium,US1270971039,2162340,01/11/2023,30/06/2023,Below 2 Degrees,,Not Aligned,Not Aligned,Oil & Gas_01/11/2023,,2021,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology for the year 2019. The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate Carbon Performance for further years. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,59.26965879,58.16706059,58.91079246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coterra Energy,United States of America,USA,Oil & Gas,No,medium,US1270971039,2162340,01/09/2022,01/08/2022,National Pledges,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology for the year 2019. The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate Carbon Performance for further years. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,56.75,56.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coterra Energy,United States of America,USA,Oil & Gas,No,medium,US1270971039,2162340,01/11/2021,05/08/2021,National Pledges,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology for the year 2019. The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate Carbon Performance for further years.",,,,,,,56.74564955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coterra Energy,United States of America,USA,Oil & Gas,No,medium,US1270971039,2162340,01/10/2020,12/08/2020,,,,No or unsuitable disclosure,Oil & Gas_01/10/2020,,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coterra Energy,United States of America,USA,Oil & Gas,No,medium,US1270971039,2162340,01/09/2019,02/08/2019,,,,No or unsuitable disclosure,Oil & Gas_01/09/2019,,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS Smith,United Kingdom,GBR,Paper,No,medium,GB0008220112,822011,01/10/2023,23/05/2023,Below 2 Degrees,,Below 2 Degrees,Below 2 Degrees,Paper_01/02/2021,2030;2050,2021,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company discloses an emissions intensity using an activity measure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’ s targeted emissions intensity, TPI has assumed that the company’ s pulp, paper and paperboard production grows according to the global growth rate projected in the IEA’ s Energy Technology Perspectives model ‘Reference Technology’ scenario. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,0.203932999,0.191248172,0.202015237,0.203293085,0.206443914,0.211524094,0.193864842,0.181925903,0.169986963,0.158048024,0.146109085,0.134170145,0.122231206,0.110292267,0.098353328,0.086414388,0.082093669,0.077772949,0.07345223,0.069131511,0.064810791,0.060490072,0.056169352,0.051848633,0.047527914,0.043207194,0.038886475,0.034565755,0.030245036,0.025924316,0.021603597,0.017282878,0.012962158,0.008641439,0.004320719,0.0
DS Smith,United Kingdom,GBR,Paper,No,medium,GB0008220112,822011,01/04/2022,01/04/2022,Below 2 Degrees,,Below 2 Degrees,Below 2 Degrees,Paper_01/02/2021,2030;2050,2020,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company discloses an emissions intensity using an activity measure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,0.204,0.191,0.202,0.203,0.206,0.212,0.203,0.194,0.185,0.176,0.168,0.159,0.15,0.141,0.133,0.124,0.118,0.111,0.105,0.099,0.093,0.087,0.081,0.074,0.068,0.062,0.056,0.05,0.043,0.037,0.031,0.025,0.019,0.012,0.006,0.0
DS Smith,United Kingdom,GBR,Paper,No,medium,GB0008220112,822011,01/02/2021,23/12/2020,Below 2 Degrees,,Below 2 Degrees,Paris Pledges,Paper_01/02/2021,2030,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",The company discloses an emissions intensity using an activity measure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,0.204,0.191,0.202,0.203,0.206,0.201,0.195,0.189,0.183,0.177,0.172,0.166,0.16,0.154,0.149,0.143,,,,,,,,,,,,,,,,,,,,
DS Smith,United Kingdom,GBR,Paper,No,medium,GB0008220112,822011,01/02/2020,20/12/2019,,,,Below 2 Degrees,Paper_01/02/2020,,2018,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPIís methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,0.203932999,0.191248172,0.202015237,0.199503132,0.194773963,0.190044794,0.185315624,0.180586455,0.175857285,0.171128116,0.166398947,0.161669777,0.156940608,0.152211438,0.147482269,0.1427531,,,,,,,,,,,,,,,,,,,,
DTE Energy,United States of America,USA,Electricity Utilities,No,medium,US2333311072,2280220,01/11/2023,04/07/2023,Not Aligned,,Below 2 Degrees,Below 2 Degrees,Electricity Utilities_01/11/2021,2023;2028;2035;2040;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.695,0.682,0.729,0.686,0.65,0.654,0.648226249,0.642452497,0.579137713,0.515822929,0.452508145,0.389193361,0.325878577,0.298657628,0.271436679,0.24421573,0.216994781,0.189773833,0.162552884,0.135331935,0.12587773,0.116423525,0.10696932,0.097515115,0.08806091,0.079254819,0.070448728,0.061642637,0.052836546,0.044030455,0.035224364,0.026418273,0.017612182,0.008806091,0.0
DTE Energy,United States of America,USA,Electricity Utilities,No,medium,US2333311072,2280220,01/09/2022,22/07/2022,Not Aligned,,Not Aligned,Below 2 Degrees,Electricity Utilities_01/11/2021,2023;2030;2040;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.7,0.68,0.73,0.69,0.65,0.7,0.75,0.8,0.76,0.73,0.7,0.67,0.64,0.6,0.57,0.54,0.5,0.47,0.43,0.4,0.36,0.32,0.29,0.25,0.22,0.2,0.17,0.15,0.13,0.11,0.09,0.07,0.04,0.02,0.0
DTE Energy,United States of America,USA,Electricity Utilities,No,medium,US2333311072,2280220,01/11/2021,05/08/2021,Not Aligned,,Not Aligned,Below 2 Degrees,Electricity Utilities_01/11/2021,2023;2030;2040;2050,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",,,,0.695,0.682,0.729,0.686,0.69934992,0.71269984,0.726049761,0.739399681,0.709804931,0.680210182,0.650615432,0.621020683,0.591425933,0.561831184,0.532236434,0.499236268,0.466236102,0.433235936,0.400235769,0.367235603,0.334235437,0.301235271,0.268235104,0.235234938,0.202234772,0.182011295,0.161787818,0.14156434,0.121340863,0.101117386,0.080893909,0.060670432,0.040446954,0.020223477,0.0
DTE Energy,United States of America,USA,Electricity Utilities,No,medium,US2333311072,2280220,01/10/2020,12/08/2020,,,,Below 2 Degrees,Electricity Utilities_01/10/2020,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: - The company’s regional electricity generation grows according to the regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",,,,0.695,0.682,0.729,0.686,0.671,0.655,0.64,0.624,0.599,0.573,0.548,0.522,0.496,0.471,0.445,0.417,0.389,0.361,0.333,0.305,0.277,0.249,0.221,0.193,0.165,0.149,0.132,0.116,0.099,0.083,0.066,0.05,0.033,0.017,
DTE Energy,United States of America,USA,Electricity Utilities,No,medium,US2333311072,2280220,01/09/2019,02/08/2019,,,,Not Aligned,Electricity Utilities_01/09/2019,,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: - The company’s regional electricity generation grows according to the regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",,,,0.695,0.713,0.7,0.687,0.674,0.661,0.648,0.635,0.622,0.593,0.563,0.533,0.504,0.474,0.445,,,,,,,,,,,,,,,,,,,,
DTE Energy,United States of America,USA,Electricity Utilities,No,medium,US2333311072,2280220,01/07/2018,02/07/2018,,,,Not Aligned,Electricity Utilities_01/07/2018,,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"DTE Energy has set a target to reduce its absolute emissions.TPI has adjusted this target by assuming that future electricity generation grows at the same rate as the IEA's ""Gross electricity generation"" projections for the region in which the company operates using the ETP (2017) Reference Technology Scenario.",,,,0.69,0.707,0.694,0.682,0.669,0.656,0.644,0.624,0.605,0.586,0.566,0.547,0.528,0.508,0.489,,,,,,,,,,,,,,,,,,,,
DTE Energy,United States of America,USA,Electricity Utilities,No,medium,US2333311072,2280220,01/06/2017,05/05/2017,,,,Not Aligned,Electricity Utilities_01/07/2017,,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.79,0.78,0.78,0.775,0.769,0.764,0.758,0.753,0.732,0.711,0.689,0.668,0.647,0.626,0.605,0.584,0.563,0.541,,,,,,,,,,,,,,,,,,,,
Daido Steel,Japan,JPN,Steel,No,medium,JP3491000000,6250627,01/10/2023,12/06/2023,1.5 Degrees,,1.5 Degrees,1.5 Degrees,Steel_01/04/2022,2025;2030;2050,2021,Carbon intensity (tonnes of CO2 per tonne of steel),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.724,0.803,0.787,0.752,0.711,0.689,0.717,0.713,0.597,0.55997,0.52294,0.48591,0.44888,0.431504,0.414128,0.396752,0.379376,0.362,0.3439,0.3258,0.3077,0.2896,0.2715,0.2534,0.2353,0.2172,0.1991,0.181,0.1629,0.1448,0.1267,0.1086,0.0905,0.0724,0.0543,0.0362,0.0181,0.0
